,SMILES,Epoch
29,c1(c(c(cc2nonc12)OC)OC)c1c(c2c(c3c(cc2n1C)c(cs3)SC)SC)O,1
30,c1(nccc2c1nsn2)c1c(c2c(c(c3c(c2c2ccccc2)c(co3)SC)c2ccc(c3cc(cn3C)OC)s2)s1)S,1
31,c1(c(c(c(c2nsnc12)c1c(c(cn1C)F)SC)F)SC)c1c(c(c(s1)c1cc(c(c2c(cco2)SC)o1)OC)C),1
32,c1(c(c(cc2nonc12)OC)OC)c1c(c2c(c3c(c(co3)F)o2)s1)S,1
33,c1(cc(cc2nn(nc12)C)F)c1c(c2c(c3c(cc2n1C)c(cs3)SC)SC),1
34,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2cc(c(c(c2)SC)SC)SC)scc3SC)c2cc(c(c(c2)OC)OC)OC)o1)O,1
35,c1(c(c(cc2c1nc(c(n2)SC)SC)SC)F)c1c(c2c(c(cn2C)SC)o1),1
36,c1(c(c(cc2nonc12)OC)OC)c1sc2c(c(c3c(c2OC)c(co3)C)C)c1,1
37,c1(nccc2c1nsn2)c1c(c2c(c(c3c(c2c2cc(c(c(c2)OC)OC)OC)scc3F)c2cc(c(c(c2)F)F)F)o1),1
38,c1(c(c(cc2nsnc12)OC)OC)c1cc(c(c2c(ccs2)SC)s1)S,1
39,c1(c(cc(c2nsnc12)c1ccc(o1)c1ccc(c2c(ccs2)SC)o1)OC),1
40,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2cc(c(c(c2)OC)OC)OC)occ3OC)c2cc(c(c(c2)SC)OC)OC)n1C)O,1
41,c1(nccc2c1non2)c1c(c2c(c(c3c(c2c2cc(c(c(c2)OC)OC)OC)occ3OC)c2cc(c(c(c2)OC)OC)OC)s1),1
42,c1(c(cc(c2nonc12)c1c(c(cn1C)F)SC)F)c1c(c(c(o1)c1c(c2c(c3c(cc2n1C)c(cs3)F)SC)OC)OC)O,1
43,c1(ncc(c2c1non2)c1c(c2c(c3c(c(c2s1)C)c(c(c1nccc2c1nsn2)o3)SC)F)c1c(c2c(c(c3c(c2c2cc(c(cc2)SC)SC)occ3CC)c2cc(c(c(c2)SC)SC)SC)o1)OC),1
44,c1(c2c(c(o1)c1cc(co1)OC)C(=O)c1c(C2=O)cc(c(c1)OC)C)c1cc(c(s1)c1oc2c(c(c3c(c2c2cc(c(c(c2)F)C)F)c(co3)OC)c2cc(c(c(c2)F)C)F)c1SC),1
45,c1(c(c(c(c2nn(nc12)C)c1c(c2c(c(cn2C)SC)n1C)SC)C)C)c1c(c2c(s1)c(c(o2)c1cc2c(c3c(c(co3)F)o2)s1)SC),1
46,c1(c(c(cc2nonc12)OC)OC)c1sc2c(c(c3c(c2c2ccccc2)occ3C)c2cc(c(c(c2)F)OC)F)c1S,1
47,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2cc(c(c(c2)SC)SC)SC)occ3OC)c2cc(c(c(c2)C)SC)SC)s1)O,1
48,c1(c(c(c(c2nn(nc12)C)c1c(c2c(c(cs2)C)n1C)OC)SC)OC)c1c(c2c(s1)c(c(n2C)c1ccc(c2cc(cn2C)OC)n1C)OC),1
49,c1(cc(cc2c1nc(c(n2)SC)SC)F)c1cc(c(c2c(ccs2)F)o1)O,1
50,c1(c(ccc2nn(nc12)C)C)c1c(c2c(c3c(c(c(o3)c3cc(c(c4ccc(c5c4nc(cn5)SC)c4c(c5c(c(co5)F)s4)s3)SC)F)C)o2)n1C),1
51,c1(cc(cc2nsnc12)OC)O,1
52,c1(c(c(c(c2c1nc(c(n2)c1ccc(c(c1)SC)F)c1cc(c(c(c1)OC)F)SC)c1c(c2c(c(cs2)OC)n1C)OC)C)C)c1c(c2c(cco2)o1)O,1
53,c1(nccc2c1non2)c1c(c2c(c(c3c(c2c2cc(cc(c2)C)C)c(cs3)C)c2cc(c(c(c2)C)C)SC)o1),1
54,c1(c(c(c(c2c1nc(c(n2)c1ccc(cc1)SC)c1ccc(c(c1)SC)F)c1c(c(co1)SC)SC)SC)F)c1c(c(c(n1C)c1cc(c(c2c(ccs2)SC)o1)OC)OC),1
55,c1(c(c(c(c2nsnc12)c1c(c(co1)SC)F)SC)F)c1c(c(c(o1)c1cc2c(c3c(c(co3)SC)o2)n1C)F),1
56,c1(cc(cc2nn(nc12)C)F)c1c(c2c(cco2)n1C)O,1
57,c1(c(ccc2c1nc(c(n2)c1ccc(c(c1)OC)C)c1cc(ccc1)F)F)c1c(c2c(c(cs2)F)n1C),1
58,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2cc(c(c(c2)C)SC)SC)occ3OC)c2cc(c(c(c2)SC)SC)SC)o1)O,1
59,c1(nccc2c1non2)c1c(c2c(c(c3c(c2c2cc(c(c(c2)F)F)F)scc3OC)c2cc(c(c(c2)F)SC)OC)n1C)O,1
60,c1(c(c(c(c2c1nccn2)c1c(c(co1)SC)OC)SC)F)c1c(c(c(n1C)c1cc2c(c3c(c(co3)F)o2)n1C)OC),1
61,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2ccccc2)n(cc3F)C)c2ccccc2)o1)O,1
62,c1(c(c(c(c2c1nc(c(n2)C)F)c1c(c(cs1)F)OC)SC)SC)c1c(c(c(n1C)c1ccc(c2cc(cn2C)SC)o1)OC),1
63,c1(c(c(c(c2nn(nc12)C)c1c(c(cs1)SC)SC)F)F)c1c(c(c(n1C)c1cc2c(c3c(c(co3)F)o2)s1)SC)O,1
64,c1(c2c(c(o1)c1cc(co1)F)C(=O)c1c(C2=O)cc(c(c1)C)OC)c1cc(c(s1)c1cc(c(c2c(ccn2C)SC)o1)OC),1
65,c1(c(c(c(c2nn(nc12)C)c1c(c2c(c(cn2C)SC)n1C)SC)C)F)c1c(c2c(o1)c(c(n2C)c1c(cc(c2c(ccn2C)SC)o1)OC)SC),1
66,c1(c(cc(c2nn(nc12)C)c1c(c(cn1C)C)OC)C)c1c(c(c(o1)c1c(c2c(cc(o2)c2cc(c(c3c2non3)c2c(c(c(s2)c2c(c3c(c4c(c(cn4C)OC)n3C)OC)n2C)OC)F)C)n1C)OC)OC),1
67,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2cc(c(c(c2)C)C)C)occ3)c2cc(c(cc2)OC)C)o1),1
68,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2cc(c(c(c2)C)C)C)n(nc3C)C)c2cc(c(c(c2)SC)SC)SC)n1C)O,1
69,c1(c(c(c(c2c1nc(c(n2)c1cccc(c1)SC)c1cc(c(c(c1)OC)C)OC)c1c(c(co1)SC)F)SC)C)c1c(c(c(n1C)c1cc2c(c3c(c(co3)F)o2)s1)SC),1
70,c1(c(cc(c2nn(nc12)C)c1c(c2c(c(cn2C)F)n1C)SC)SC)c1cc(c(o1)c1ccc(c2cc(cn2C)OC)n1C)O,1
71,c1(nccc2c1non2)c1c(c2c(cc3c(c2)scc3C)o1),1
72,c1(c(c(c(c2nonc12)c1c(c2c(o1)c(co2)F)OC)SC)F)c1c(c2c(o1)c(c(o2)c1cc(c(c2c(ccn2C)SC)s1)OC)OC),1
73,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2ccccc2)occ3F)c2cc(c(c(c2)SC)SC)SC)o1)S,1
74,c1(c(c(c(c2nn(nc12)C)c1c(c2c(c(cn2C)SC)n1C)SC)C)C)c1c(c2c(s1)cc(n2C)c1sc2c(c(c3c(c2)c(cn3C)F)F)c1F)S,1
75,c1(c(c(c(c2nonc12)c1c(c(cn1C)F)SC)F)c1c(c(c(s1)c1cc(c(c2c(ccs2)SC)s1)OC)F)SC)O,1
76,c1(c(c(c(c2c1nc(c(n2)C)F)c1c(c(co1)F)SC)F)OC)c1c(c(c(o1)c1c(c2c(cco2)n1C)OC)OC),1
77,c1(c(cc(c2nsnc12)c1c(c2c(s1)c(co2)F)OC)C)O,1
78,c1(c(c(c(c2c1nc(c(n2)c1cc(c(c(c1)SC)OC)SC)c1cc(c(c(c1)F)OC)F)c1c(c2c(c3c(c(c2n1C)c1ccc(s1)SC)c(cs3)SC)c1cc(c(s1)C)F)C)C)c1cc(c(o1)F)C),1
79,c1(nccc2c1nsn2)c1c(c2c(c(c3c(c2c2ccccc2)n(cc3)C)c2ccccc2)n1C)O,1
80,c1(c(ccc2c1nc(c(n2)C)OC)SC)c1oc2c(c(c3c(c2SC)c(cs3)OC)C)c1,1
81,c1(ccc(c2c1nc(c(n2)F)SC)SC)c1cc2c(s1)c(c(n2C)c1c(c2c(c(cs2)F)s1)SC)S,1
82,c1(ccc(c2c1nc(c(n2)OC)SC)OC)c1cc2c(o1)c(c(s2)c1cc(c(c2cccs2)o1)C),1
83,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2cc(c(c(c2)F)F)F)occ3OC)c2ccccc2)n1C)O,1
84,c1(nccc2c1non2)c1c(c2c(c(c3c(c2c2cc(c(c(c2)OC)OC)OC)sc(c3C)c2cc(c(c(c2)F)C)F)n1C)OC),1
85,c1(c(c(cc2nonc12)OC)OC)c1c(c(c(c2cnc(cn2)OC)c2c(c3c(c(co3)C)o2)n1C)OC),1
86,c1(c(cc(c2c1nc(c(n2)F)SC)SC)c1c(c2c(o1)c(co2)F)OC),1
87,c1(c(cc(c2nsnc12)c1c(c(co1)SC)F)C)c1c(c(c(n1C)c1cccn1C)SC)c1cc(c(s1)F),1
88,c1(c(c(c(c2c1ncc(n2)SC)c1c(c2c(c(cs2)OC)n1C)SC)C)OC)c1c(c2c(s1)c(c(n2C)c1cc(c(c2c(ccn2C)C)o1)OC)F),1
89,c1(c(c(cc2nonc12)OC)F)c1c(cc(c2c(ccn2C)OC)n1C)O,1
90,c1(nccc2c1non2)c1c(c2c(cc3c(c2N)occ3)o1),1
91,c1(nccc2c1nsn2)c1c(c2c(c(c3c(c2)scc3SC)SC)o1)O,1
92,c1(c(c(c(c2c1nc(c(n2)OC)C)c1c(c(co1)OC)SC)OC)SC)c1c(c(c(n1C)c1ccc(c2cc(cn2C)OC)o1)OC)O,1
93,c1(c(c(c(c2c1nc(c(n2)c1ccc(c(c1)OC)C)c1cc(cc(c1)C)C)c1c(c2c(c(cs2)SC)n1C)C)OC)OC)c1cc2c(s1)c(c(n2C)c1c(c2c(c(cn2C)SC)s1)SC)S,2
94,c1(cc(c(c2nn(nc12)C)c1c(c2c(c(cn2C)OC)n1C)SC)F)c1c(c2c(o1)c(c(n2C)c1ccc(c2cc(co2)SC)s1)C),2
95,c1(nccc2c1nsn2)c1c(c2c(c(c3c(c2c2cc(c(c(c2)SC)SC)SC)scc3F)c2cc(c(c(c2)SC)SC)SC)s1),2
96,c1(c(c(cc2c1nc(c(n2)c1ccc(c(c1)SC)F)c1ccc(c(c1)SC)OC)OC)F)c1c(c2c(c3c(c(co3)F)s2)s1)S,2
97,c1(ncc(c2c1nsn2)c1c(c2c(c3c(c(c2o1)c1cc(c(c(c1)F)F)F)c(c(c1nccc2c1nsn2)s3)SC)F)c1c(c2c(c(c3c(c2c2ccccc2)n(cc3C)C)c2ccc(cc2)C)c2ccccc2)n1C),2
98,Cc1cnc(n1C)c1cc(c(n1C)c1ccc(c2c(c(cn2C)C)s1)SC),2
99,c1(c(c(c(c2c1nc(c(n2)c1cc(c(c(c1)SC)F)SC)c1cc(c(c(c1)F)OC)OC)c1c(c2c(c(co2)C)n1C)SC)C)SC)c1c(c2c(s1)c(c(n2C)c1c(c2c(c(cn2C)C)s1)SC)OC),2
100,c1(c(c(cc2c1nc(c(n2)c1cc(c(c(c1)OC)F)SC)SC)c1cc(c(c(c1)F)OC)F)c1c(c2c(c(co2)OC)n1C)C),2
101,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2cc(c(c(c2)C)C)C)scc3F)c2cc(c(c(c2)C)C)C)o1)O,2
102,c1(c(c(cc2nsnc12)OC)SC)c1c(c2c(c(cs2)OC)n1C)O,2
103,c1(c2c(c(o1)c1cc(cs1)F)C(=O)c1c(scc1C2=O)C)c1cc(c(s1)c1c(c2c(c(cs2)C)n1C)OC)S,2
104,c1(c(c(cc2nonc12)SC)SC)c1sc2c(c(c3c(c2OC)c(cn3C)C)OC)c1,2
105,c1(c(c(cc2nonc12)SC)SC)c1c(c2c(c(cn2C)C)s1)S,2
106,c1(cc(cc2c1nc(c(n2)SC)SC)F)c1c(c2c(c(cs2)SC)n1C)O,2
107,c1(nccc2c1nn(n2)C)c1cc(c(o1)c1c(ccn1C)SC)O,2
108,c1(c2c(c(s1)c1cc(cs1)OC)C(=O)c1c(C2=O)cc(c(c1)OC)C)c1cc(c(o1)c1oc2c3occc3[nH]c2c1),2
109,c1(c(c(c(c2c1ncc(n2)SC)c1c(c2c(c(co2)OC)n1C)C)C)OC)c1cc2c(s1)c(c(n2C)c1sc2c(c(c3c(c2OC)c(cn3C)C)OC)c1C)O,2
110,c1(nccc2c1nsn2)c1c(c2c(c(c3c(c2c2cc(c(c(c2)C)F)F)occ3C)c2cc(c(c(c2)C)C)C)s1),2
111,c1(c(c(c(c2c1nc(c(n2)C)OC)c1c(c(co1)C)OC)SC)OC)c1c(c(c(s1)c1oc2c(c(c3c(c2c2cc(c(c(c2)SC)SC)SC)c(cs3)C)c2cc(cc(c2)C)OC)c1)OC)O,2
112,c1(c(c(c(c2c1nc(c(n2)C)F)c1c(c(cs1)F)OC)SC)SC)c1c(c(c(n1C)c1oc2c3sccc3[nH]c2c1)F)S,2
113,c1(c(c(cc2nsnc12)SC)SC)c1cc2c(c3c(c(c(o3)c3c(c(c(c4c3nc(c(n4)c4ccc(c(c4)SC)SC)c4cc(c(c(c4)F)OC)F)c3cc4c(c5c(c(co5)F)s4)s3)SC)SC)o2)s1)S,2
114,c1(c(c(cc2nonc12)OC)OC)c1c(c2c(c3c(c(co3)F)o2)s1)S,2
115,c1(c(c(c(c2nsnc12)c1c(c2c(o1)c(co2)F)OC)C)SC)c1c(c2c(o1)c(c(n2C)c1cc2c(c3c(c(c2n1C)c1cc(c(SC)n1C)SC)c(co3)C)c1cc(c(s1)C)C)C),2
116,c1(c2c(c(o1)c1cc(co1)SC)C(=O)c1c(C2=O)cc(c(c1)OC)C)c1cc(c(o1)c1c(c2c(c(cn2C)C)s1)SC),2
117,c1(c(c(cc2c1nc(c(n2)c1cc(c(c(c1)F)SC)F)c1cc(c(c(c1)OC)F)SC)SC)F)c1c(c2c(c(cn2C)C)s1)S,2
118,c1(c(ccc2nn(nc12)C)C)c1sc2c(c(c3c(c2c2cc(cc(c2)F)SC)c(cs3)C)c2cc(cc(c2)C)C)c1,2
119,c1(c(c(cc2c1nc(c(n2)c1cc(c(cc1)F)F)c1ccccc1)SC)C)c1c(c2c(c(cn2C)C)s1)S,2
120,c1(c(c(c(c2c1nc(c(n2)C)OC)c1c(c(co1)C)SC)OC)C)c1c(c(c(o1)c1oc2c3sccc3[nH]c2c1)OC),2
121,c1(c(cc(c2nonc12)c1c(c(cs1)F)OC)SC)c1c(cc(o1)c1oc2c3occc3[nH]c2c1)S,2
122,c1(c(ccc2nn(nc12)C)C)c1sc2c(c(c3c(c2c2cc(c(cc2)OC)OC)c(cs3)OC)c2cc(c(c(c2)F)OC)F)c1O,2
123,c1(c(c(cc2nonc12)OC)OC)c1oc2c(c(c3c(c2)c(cn3C)F)F)c1,2
124,c1(c(c(c(c2c1nc(c(n2)c1cc(c(c(c1)F)C)F)c1cc(c(c(c1)F)OC)C)c1cc2c(s1)cco2)OC)OC)c1c(c2c(c(cn2C)C)s1)S,2
125,c1(c(c(c(c2c1nc(c(n2)C)F)c1c(c(cs1)F)OC)SC)SC)c1c(c(c(n1C)c1cc2c(c3c(c(co3)F)o2)s1)F),2
126,c1(cc(c(c2nn(nc12)C)c1c(c(cs1)F)SC)F)c1c(c(c(n1C)c1c(c2c(c(co2)OC)n1C)F)C)S,2
127,c1(c(ccc2c1nc(c(n2)c1ccc(c(c1)C)OC)c1cc(cc(c1)OC)C)OC)c1c(c2c(c3c(c(c2n1C)c1cc(c(SC)n1C)SC)c(co3)C)c1cc(c(s1)C)F)O,2
128,c1(c(ccc2nsnc12)OC)c1c(c2c(c3c(c(c2n1C)c1cc(c(SC)n1C)SC)c(co3)C)c1cc(c(s1)C)C),2
129,c1(c(cc(c2nn(nc12)C)c1c(c(cs1)F)SC)F)c1c(c(c(o1)c1sc2c(c(c3c(c2OC)c(cn3C)C)OC)c1C)C),2
130,c1(c(c(c(c2c1nc(c(n2)OC)C)c1c(c(co1)F)SC)F)OC)c1c(c(c(s1)c1oc2c3sccc3[nH]c2c1)SC)O,2
131,c1(nccc2c1non2)c1c(c2c(c(c3c(c2SC)scc3OC)SC)s1)S,2
132,c1(c2c(c(o1)c1cc(cs1)F)C(=O)c1c(scc1C2=O)C)c1cc(c(s1)c1cc(c(c2c(ccn2C)F)s1)SC)S,2
133,c1(ncc(c2c1nsn2)c1c(c2c(c3c(c(c2s1)C)c(c(c1nccc2c1nsn2)s3)C)F)SC)c1c(c2c(c(c3c(c2F)occ3F)C)s1),2
134,c1(c(c(c(c2c1nc(c(n2)C)OC)c1c(c(co1)C)SC)OC)C)c1c(c(c(o1)c1cc(c(c2ccco2)s1)C)SC),2
135,c1(c(c(cc2c1nc(c(n2)c1ccc(c(c1)C)F)c1ccc(c(c1)C)OC)OC)F)c1cc(c(c2c(ccs2)SC)o1)O,2
136,c1(c2c(c(o1)c1cc(cs1)SC)C(=O)c1c(#c(c1C2=O)OC)C)c1cc(c(o1)c1oc2c3sccc3[nH]c2c1),2
137,c1(c(c(cc2c1nc(c(n2)c1cc(c(c(c1)SC)OC)SC)c1cc(cc(c1)OC)SC)OC)c1c(c2c(c(cn2C)C)s1)SC),2
138,c1(c(c(c(c2nsnc12)c1c(c2c(o1)c(co2)F)OC)C)SC)c1c(c2c(o1)c(c(n2C)c1ccc(c2cc(cn2C)OC)o1)OC),2
139,c1(c(c(cc2c1nc(c(n2)F)SC)SC)SC)c1oc2c3sccc3[nH]c2c1,2
140,c1(cc(c(c2nn(nc12)C)c1c(c2c(c(cn2C)OC)n1C)SC)F)c1c(c2c(o1)c(c(n2C)c1ccc(c2c(cco2)OC)s1)OC)S,2
141,c1(c2c(c(o1)c1cc(cs1)F)C(=O)c1c(sc(c1C2=O)SC)F)c1cc(c(o1)c1c(c2c(c(cs2)OC)n1C)F),2
142,c1(nccc2c1non2)c1cc(c(s1)c1cc(c(c2c(ccn2C)C)s1)F),2
143,c1(c(c(c(c2nsnc12)c1c(c2c(o1)ccs2)C)F)OC)c1c(c2c(s1)c(c(s2)c1cc(c(c2c(ccs2)F)s1)F)SC),2
144,c1(cc(cc2nn(nc12)C)F)c1sc2c(c(c3c(c2c2cc(c(c(c2)C)SC)SC)c(cn3C)SC)c2cc(c(c(c2)SC)SC)F)c1S,2
145,c1(c(ccc2nn(nc12)C)C)c1ccc(n1C)c1cc(c(c2ccco2)s1),2
146,c1(c(c(cc2nonc12)SC)SC)c1c(c2c(c3c(c(c2n1C)c1cc(c(SC)n1C)SC)c(co3)C)c1cc(c(s1)C)C)O,2
147,c1(c(cc(c2nsnc12)c1c(c(co1)SC)F)C)c1c(c(c(n1C)c1sc2c(c(c3c(c2c2cc(cc(c2)F)SC)c(cs3)C)c2cc(cc(c2)C)OC)c1)OC),2
148,c1(c(ccc2nsnc12)OC)c1c(c2c(c(co2)OC)n1C)O,2
149,c1(c(c(c(c2c1nc(c(n2)C)F)c1c(c(cs1)F)OC)SC)SC)c1c(c(c(n1C)c1c(c2c(c(co2)OC)n1C)OC)F)S,2
150,c1(cc(cc2c1nc(c(n2)SC)SC)SC)c1c(c2c(c(cs2)C)n1C)O,2
151,c1(nccc2c1nsn2)c1c(c2c(cc3c(c2)scc3F)s1),2
152,c1(c(c(c(c2c1nc(c(n2)C)OC)c1c(c(co1)C)SC)OC)C)c1c(c(c(o1)c1cc(c(c2cccs2)o1)C)SC)O,2
153,c1(c(c(c(c2c1ncc(n2)SC)c1c(c2c(c(co2)OC)n1C)C)C)OC)c1cc2c(s1)c(c(n2C)c1c(cc(c2cccs2)n1C)OC),2
154,c1(nccc2c1non2)c1c(c2c(c(c3c(c2F)scc3F)F)s1),2
155,c1(c(c(cc2c1nc(c(n2)c1cc(c(c(c1)F)SC)F)c1ccc(c(c1)SC)SC)SC)OC)c1c(c2c(c3c(c(c2n1C)c1cc(c(SC)n1C)SC)c(co3)C)c1cc(c(o1)F)OC),2
156,c1(nccc2c1nsn2)c1c(c2c(c(c3c(c2c2cc(c(c(c2)C)C)C)scc3F)c2cc(c(c(c2)C)C)C)s1),2
157,c1(c(c(c(c2c1nc(c(n2)c1cc(c(c(c1)C)F)C)c1cc(c(c(c1)F)OC)C)c1c(c2c(c(cs2)OC)n1C)F)C)SC)c1cc2c(o1)c(c(s2)c1c(c2c(c(cs2)SC)o1)F)S,2
158,c1(c(ccc2c1ncc(n2)C)F)c1sc2c(c(c3c(c2c2cc(cc(c2)F)OC)c(cn3C)C)c2cc(c(c(c2)F)OC)F)c1S,2
159,c1(c(c(cc2c1nc(c(n2)c1cc(c(c(c1)F)SC)F)c1cc(c(c(c1)C)OC)OC)SC)OC)c1c(c2c(c(cn2C)C)s1)S,2
160,c1(c(c(c(c2c1nc(c(n2)c1cc(c(c(c1)SC)SC)C)c1cc(c(c(c1)F)OC)F)c1c(c2c(c(cs2)F)n1C)OC)SC)OC)c1c(c2c(s1)c(c(n2C)c1ccc(c2cc(co2)SC)s1)SC),2
161,c1(c(c(cc2c1nc(c(n2)c1ccc(c(c1)C)F)c1ccc(c(c1)SC)OC)SC)F)c1c(c2c(cc(n2C)c2c(c(c(c3c2nsn3)c2c(c3c(c(cn3C)C)s2)SC)C)F)n1C),2
162,c1(c(c(cc2c1nc(c(n2)c1cc(c(c(c1)SC)OC)SC)c1cc(c(c(c1)F)OC)F)c1c(c2c(c(cs2)F)n1C)OC)F)c1cc2c(c3c(c(c2n1C)c1cc(c(F)n1C)SC)ccs3)c1cc(c(o1)F)O,2
163,c1(nccc2c1non2)c1c(c2c(c(c3c(c2c2ccccc2)scc3OC)c2ccccc2)o1)S,2
164,c1(c(ccc2nsnc12)OC)c1c(c2c(c(c(n2C)c2c(cc(c3c2non3)c2c(c3c(c(cs3)C)o2)OC)OC)C)s1)O,2
165,c1(c(c(cc2c1nc(c(n2)c1cc(c(c(c1)F)SC)F)c1ccc(c(c1)SC)OC)SC)OC)c1c(c2c(c(co2)OC)n1C)O,2
166,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2ccccc2)n(cc3SC)F)s1)SC),2
167,c1(c(c(cc2c1nc(c(n2)c1cc(c(c(c1)F)SC)F)c1cc(c(c(c1)OC)F)SC)SC)F)c1c(c2c(c(co2)OC)n1C)O,2
168,c1(cc(cc2c1nc(c(n2)SC)SC)F)c1sc2c(c(c3c(c2OC)c(cn3C)C)OC)c1,2
169,c1(c(c(cc2nonc12)SC)SC)c1c(c2c(c(co2)OC)n1C)O,2
170,c1(c(c(cc2nonc12)SC)SC)c1sc2c(c(c3c(c2OC)c(cn3C)C)OC)c1,2
171,c1(ccc(c2c1nc(c(n2)SC)SC)c1c(cc(c2cccn2C)o1)C)S,2
172,c1(nccc2c1nn(n2)C)c1c(c2c(c(c3c(c2c2cc(c(c(c2)C)C)C)scc3OC)c2cc(c(c(c2)C)C)C)s1),2
173,c1(c(ccc2c1nc(c(n2)c1cc(c(c(c1)SC)OC)SC)c1cc(ccc1)F)F)c1c(c2c(c(cn2C)C)s1)S,2
