,SELFIES,Epoch
48,CCNC(=O)CC=CC(C)SCOC(C)NC=CC=CC=C=NC1SC=CC=C1CCSC=C(OOC)C=O,1
49,CCNCC(C)C(=O)C(C)NC=O,1
50,CNC(=O)SC(C)CC(N)C(=O)CC1C=CC=CC=C1F,1
51,CCCNCC(=O)CNCCC(C)CNCNC(=O)NCC=CC=C(SCC)NC(C)NCCOC=O,1
52,CCOC(=O)CCC(C)CNC=CC(C)Cl,1
53,CCCCC(C)CC1NC(=O)C=CC=C1S(=O)OCC(=O)OC=O,1
54,COCOCCOCCCSC=CC=CC=C(O)C(C)CCNC=O,1
55,C1C=CCC=CC1CNCC(C)NC(=O)C=O,1
56,CCNNC=O,1
57,CSC(=O)CNC=O,1
58,CCCCNCF,1
59,CSCCCCCC(C)NC=O,1
60,CSCC(C)(C)CCNCC(=O)S(C1)SC(=O)OC=C1(SNCCOCCOC=O),1
61,CCC(C)SCCCCCCCC1CC=CC=CC=C1SF,1
62,CCCCNCNC=O,1
63,CCCOCCNCC(C)CCNC(=O)OC=CC=CC=C(O)OC=CF,1
64,CCCC=O,1
65,CCCC(=O)CNC1=CC=CC=C1C2SC(=O)OC(C)OC=C2OCl,1
66,CC(C)CCCN1C=CC=CC=C1S=CCNN=O,1
67,CC(=O)C(C)NC=O,1
68,CCC(C)CC(C)NCSC=C1C=CC(CO)N1NOOOC(C)=C(C=O)NC(C)CCCNC=O,1
69,CF,1
70,CCNCSC(C)CCNC(=O)CCC(=O)C(C)NC(=O)CNCC=CC=CC=C(NCS)C=O,1
71,CC(C)NC(=O)CNCCC(C)CCOCNC=O,1
72,CCCNC(=O)NC(C)CNCCCCC(C)NCCCCCNC=O,1
73,CCNCCNCCC(S)SCNCCNC(=O)CCCC(C)C(C)CCCCCC(C)=C=COC(=O)OCOC=CC=CF,1
74,CCCCCNC(=O)CCC(C)CC(=O)NCCC=CC=CC=C(O)NC(C)NC1C=CC=CC=C1NCN(O2)OC=CC=C2NC(=O)C=O,1
75,COCNCNC(=O)CNCCC(C)CCCC(C)NC=O,1
76,CCC(C)NC(=O)C=O,1
77,CCNCC(=O)NCNC=O,1
78,C(=O)C(=O)C=CC=CC(CN)(O)OCSCC(C)NC=CC=C=C1C=C1SNCl,1
79,C=O,1
80,CCCC(=O)SCCCC(C)(C)CCCC(C)CNCCNC(=O)OCNC(=O)CC=CC=C(S(C)NC)OCCC=CC=C(O)NCC(S)NC(=O)C(C)C1NCC=CC#C1,1
81,CNCC1C=CC=CC=C1OCCN2C(=C)C=C(CCCC)C2(C=C(O)NC=CC#C)CCNC(=O)CNC(C)SCC(C)CSC(=O)C=O,1
82,CC(C)CCOCCNC(C)CNCCNC(=O)CNC(=O)C1=CC=CC=C1C(=O)C=O,1
83,CCCCCCC(C)C1SC=CC=C1CNCNC(=O)C2(C)OC=CC=C2F,1
84,CCNC=CC=C(F)NCNCNC(=O)CNC(=O)C(C)NCCNCOCNC=CC=CC=C(CC=O)C=O,1
85,OCCC(C)CNCNC=CC=C(F)F,1
86,CSCCC(C)OCNC(=O)C(C)CSC(=O)CNC(=O)NC(C)CCC=CC=C(OOCCOC=CC=CC=C=O)C=O,1
87,CCNCCC(C)NCCOCNC=CC(C)CCC=C(C=NS#CC(C)NC)C=O,1
88,CCSC(=O)OC=CC=C(F)C=O,1
89,CN(O)C(C)CNC=CC=CC=C(O)CCNCCC(C)NCCCNCC=CC(C)S1COC=CC=C(S)C(C)CC=C1N(C)SCCC(=O)C(C)OC=CC=C(F)CNC(=O)NC(C)CC=O,1
90,CCN(C)C(=O)CNCC(=O)NC(C)NC=O,1
91,CCNC(=O)C=C=C(CNC)SNS(=O)(=O)C(=O)OC1CCC=CC=C1C(C)NCCCNC(=O)CNC=CC=C=C(C(C)S)N(O)C=O,1
92,CC(C)NCCNCCC(C)=C(N(O)C)CCCNC(=O)C(=O)NCCC(C1)NC=CC=C1NS(=O)(=O)C(C)NC=O,1
93,CCNCCCCC=O,1
94,COCOCCNCNCC(C)CCNCSC(C1)C=CC=CC=C1F,1
95,CCNCSNC=O,1
96,CCNCNSCCNC(=O)C=C1C=CC=C1F,1
97,CCNCNC(=O)OC(C)NCCC(C)NC=O,1
98,CCCCC(C)NC=O,1
99,C(=O)CCC(=O)CNC(=O)ONC(C)NC=O,1
100,CCCC(C)NCNC=O,1
101,CCCNC(=O)CSCOC=CC=CC=C=NCl,1
102,CCC(C=O)NCCC=CC=C(C)C(OCC(C)C=C=CNSS(S)(=O)(O)C1NCC=CC=C1C=C(SNCS(C)SN=CC=CC#C)CCNC(=O)CN)C=C2C=CC=C(CCNC=O)CNNCSC(=O)C=CC=C2CCS,1
103,CCSCOCSCC=CC=C(O)N1C=CC=CC=C1N(O)SC(C)=O,1
104,CCC(=O)NC(C)OCCCCNC(=O)C=C=C(C(C=C(N=CF))CCCNC=O)CC=CC=C(S)NC(=O)COC=CC=C(N)CC(=O)OC=CC=CC(=O)OCCNC(=O)C=CC=C,1
105,CC1C=CC=CC=C1C=O,1
106,CCSCCCCNCNC(C)CNC(=O)NC=CC=CC=C1S(=O)(=O)C(C)NCCOCC(=O)OC1CNCNCS(=O)CNC=CC=CC=C(SSC=O)C=O,1
107,C(=O)OCCC=CC=CC(C)C(C)N1C(=O)CNC=CC=C1SC(=O)ONC=CC(C)C(C)=C(N)NN(O)OCNCC(C)F,1
108,CCCCC(C)CNCC(=O)CNCC=CC=CC=CNC=O,1
109,CCC(C)N(O)OCCC(C)NC(=O)OC(C)CCCNC(=O)C=O,1
110,CCCNCC(C)NCCC(C)CNC=O,1
111,CCOC(=O)CCC(C1)NC=CC=C1C(=O)N(C)NC(=O)CCC(C)CNCF,1
112,CCCNC=O,1
113,CCCOCCNCOCC(C)CC=CC=CC=NCl,1
114,CCNC(=O)C=O,1
115,NCNC=O,1
116,CCCNCOCCNC(=O)CNCNCSCC(C)NCOC=CC=CC(C)CN(O)CC(C)NCCC(C)N1CS=CC=C1F,1
117,C(=O)NCNC=O,1
118,CSC(=O)C=O,1
119,NC(=O)NCCN1C(=O)C=CC=C1C(C)=C=CC(=O)C=O,1
120,CC(C)NC(=O)CNC1CCC=CC=C1S(=O)(=O)N2C=CC=CC=C2S(C=CF),1
121,CCNCNCCC(C)NCCCOCCNCOCC(C)OC=CC=C(N(OC=O))F,1
122,CCSC(=O)CCNC=O,1
123,CNC(=O)COC=CC=C(N)CS=O,1
124,CCCC(=O)CCCCCC(C)CNC(=O)CNCNCCCCCC(C)C1=CC=CC=CC=C1CCNCC(=O)NC=CC2=CC=C2CNC(=O)CCOCOC=CC=C(S(=O)(=O)OC)NCC(=O)OCNC=O,1
125,CCCCCC(C)COCCCSCOCC(C)NC=O,1
126,CCCCNCC(C)CNCSC(=O)CC=CC=C(CNC(=O)C=O)C=O,1
127,CCCCC(N)CNC(=O)C(C)NCC=CC=C(S(CS(=O)))C1NC=CC=C1CN(O)CC=CC=C(C=O)OCOC=C(C)SC(=O)OCCC=CC=C(F)CNC=CC=CS(=O)(=O)OC=C(C)NC(=O)CNCC(=O)CC(C)NCS=CC=NC=C,1
128,CCC=CC(=O)CNCOC(C)C=CC=CCS(C=O)(C(F)F),1
129,CCSC(=O)CCOCC=CC=C(C=O)C=O,1
130,CCSCCC(=O)NC(C)CCC(C)NC(=O)C=CC=CCSCNC(=O)CCOCCC(C)(O)OC=CC=CC=CCl,1
131,CC(S)C(C)CCCC(=O)C1OC=CC=C1Cl,1
132,COC(=O)C(C)NC(=O)C=O,1
133,CCCNC(=O)NC(=O)C(C)CNCCCCC=CC=CC,1
134,CCCC1OC=CC=C1C2SC(C)=CC=C2F,1
135,CCC(C)(O)NCC(=O)N(C)CC=CC=CC=CF,1
136,CCCCC(=O)SCCCCCCCNCC(C)NCOC=O,1
137,CCNC=O,1
138,CCCNC=O,1
139,CCCOCC(C)NC=O,1
140,CCCC(C)NCC(=O)NC(C)CCCNCCNCCNC(=O)CC(C)=O,1
141,CCOC(=O)OC=CC=C1C=C1,1
142,NCOCCOC1=CC=CC=C1F,1
143,CCSC(=O)CCCNCNC(C)CCCCCCNCOCCC=CC=C=C(F)CC(C)OCC(=O)OCC=C=NS(N)(=O)ON(C)NCC(=O)OOCCC=C(CSCNC(=O))C=CC=C(S)NCOCCNC=O,1
144,CCCNCONCCC(C)CCCCC=CC=CC=C(N(N)F)N(O)C=O,1
145,CC(=O)CC=CC=C(S(C)OCNC)OCCC=CC=CC=C=NC(N)CNCC(=O)C=O,1
146,CC(C)CC(=O)OCNCCCCCNCCCCCCCCCCCCCC1OC=CC=C1S=O,1
147,CSCNC=O,1
148,CC=CC=CC=CS(O)(N(O)OCC)C=O,1
149,C1OCCOC=CC#C1,1
150,COC(=O)CC1C=CC=CC=C1S(C)NCNCC(N)NC=O,1
151,CCC1NC(=O)N(C)C=CC=C1NS(=O)NC=CC=CC=C(CCNC)OC=O,1
152,CCNCC(=O)CNCCCCNCCNCCNC(=O)CCCCNC=O,1
153,CCOCCC(C)CC=CC=CC(C)NC=O,1
154,CCCCC(C1)C=CC=CC=C1F,1
155,CCCNC(C)CNCCNC=O,1
156,CC(C)CNCCCC(C)NC=O,1
157,CCC(C)NCC(=O)C=O,1
158,C(=O)(O)CCC=COC(=O)SC=CC=CC=NC(SCNC=CC=C(N(C)Cl)C=O)OCC1NC=CC=C1C(=O)F,1
159,CCNC(=O)NNCC(C)CCCCNC(C)SCCCC=CC=C(CC(=O))OOCCC=CC=CC=O,1
160,CCNC(=O)C=O,1
161,CC(C)CC(=O)C(C)CCCCCN1C=CC=C1SC=O,1
162,C(=O)N(C1)OCCCCNCNC(=O)OC(C)=C1NC(=O)C=O,1
163,CC(=O)OC(C)OC=CC,1
164,CCCCSC(=O)CCCNC=O,1
165,CSCC(C)CCCNCCC=CC(=O)OC1OC=CC=C1CF,1
166,CCCC(C)SCC(C)CNCCCNC=O,1
167,CCCNC(=O)C(C)(C)NCC(C)CCNC=O,1
168,C(=O)C(C)(O)C=CC(C)NCCNC(=O)OC=CC=CCNCC(=O)C(C)OCNCNC=CC(=O)CC=C(CNC(=O)O)C=CC=C(OOOC)NCC(=O)CCNC=O,1
169,CCCSCCOC=CC=CC=C=C(C)CNC(=O)C=O,1
170,CNCSCCCCC(=O)CNCCCCC=CC=CF,1
171,CNC(=O)C(C)C=CC=CC=C(O)C=O,1
172,CCCC(=O)NC(C)NC=O,1
173,CCC(C)CCCCCCNCNCCCCCC(C)CNCCCNC=O,1
174,C=O,1
175,CCCCCCC(C)NCC(=O)CCNCC(=O)CC=CC=C(F)CC(C)NC(=O)OCCCCC1CCC=CC=C1S=CC(C)NC2C(=O)OSC=C2SSNC=O,1
176,CCCCC(C)CCCCNC(=O)CNC1OC=CC=C1C(=O)ONC2=CC=CC=C2C(=O)CCNC(=O)C=CC=CC(C=O)(O)NCCCCCC=CC(C)NC=O,1
177,CCCCCNCOOOC=CC=CC=C=NC(N)C=C(F)CCNC(C)NC(=O)C(C)NC=C=CC(=O)C=O,1
178,CCCCCCC(=O)CNC(=O)CC=CC=CCN(C)NC(=O)C=O,1
179,CC(C)C(=O)C1=CC=C2C=C1CNC(C)NC=C2SC=O,1
180,CCCCNCCCC(C)CCCC1=CC=CC=C1C(C)SC(=O)OCN2C=CC=CC=C2C=O,1
181,CCCNCCC(C)NCCCSCC(C)CCCC(=O)C=O,1
182,CCCC(C)C=CC=CC=C(O)CCCNC=O,1
183,CNCNCC=CC1=CC=CC=C1F,1
184,CNCCSCCC(C)NCSCNC=CC=C(CS(C))NC(=O)C=O,1
185,CCC(C)=CC=CC=C(O)C=CC=CC(SC)OC=O,1
186,C1=CC=CC=C1Cl,1
187,CSCCNCNCC(=O)CNC(=O)C=O,1
188,CCCSCCC(C)NCCNCNC(=O)CCC(C)NCCC1=CC=CC(CSCC=C1N)S(=O)SC2(C)C3=CC=C2C(=O)NOC(=O)OC=CC=C3CNS(=O)(=O)C(C)NC(=O)C=O,1
189,CC(C)C(=O)C=O,1
190,ClC=CCCC(C)CCNC(=O)CCCCC1(C)CNCC(=O)OC2=C1C=CC=C2CN(O)ONC=CC=C(F)SSC3COC=CC=C3F,1
191,CCC(C)CNC(=O)CCC(C)NCCOC(=O)NOC=CC(C)NC(=O)OC(C)CNC(=O)C(C)NC=O,1
192,CCOCC(C)CCNC(=O)OCCNCC=CC=CF,1
193,CCCSCCNC(=O)CS1CNC=CC=C1NC2SC(C)CNC(=O)CC=C2OC=CC=CC=O,1
194,C(=O)=O,1
195,CCNC(=O)C1=CC=CC=C1CN(C)SNCS(C)SC(=O)CCCNC=O,1
196,CS(=O)=O,1
197,CCCNCCNC(=O)CCC(=O)C=O,1
198,CCCCNC(=O)CNC=O,1
199,C(=O)SC(O)CCSC(=O)NC=CC=CCNC(C)OCNC(C)NC=O,1
200,CCCNCCNCNCCCNC=O,1
201,COCCC(C)CC(C)NCNCCCNC(=O)NC=CC=C(CC1(C))SCNCC(=O)OC=C1CSC(=O)C=O,1
202,C(=O)CNCNC(=O)C1C=CC=CC=C1CC(=O)OC=CC=CCNC(C)SN(O)CNC(=O)OC=C(C)NC(=O)C=O,1
203,CCNC1CNCOCCCC(=O)CCC=CC=C1F,1
204,CC(C)NCCNC(=O)C=O,1
205,CSCSC=CC=CS(=O)S(C)C=CCl,1
206,CCCNCC(C)NCCCNCCCCCCCNCCCSC(=O)C=O,1
207,CCCC(C)CCNCOCCNC=O,1
208,CC(C)(O)C(C)CCC1C=CC=CC=C1CCNCCCNC(=O)C=CC=CC=O,1
209,CCC(=O)C=O,1
210,CC1CC(C)NCCC(C)C1(C)(C=O),1
211,C1CC=CC=C1C=O,1
212,CCC(C)CCC(C)CNCNCC(C)CCCCC1=CC=CC=C1CSC(=O)C=O,1
213,CNCSC(=O)C(C1)NC=CC=C1C2CSC=CC=CC=C2S(S)CNC=C(F)SS(=O)=O,1
214,CCCCCCC(C)C(C)COCCOCC(=O)OC=C(CN(O)CC=CC=CF),1
215,CCCSCNCCCNCC(=O)CNC=CC=CC=C(CC(=O)OC=CC=C=C)CS(=O)(=O)C(C)CS1CC=CC=C1C(=O)CCC(C)NC=CC=C=CS(CNC(=O)OCNC=O)(SC2(O)C=CC=C2NC(C)NC=O),1
216,CCC(C)NCC(C)(C)CNC=O,1
217,C1C(=O)C2=CC=C1S(N)C=CC=C2SCCOCN3C=CC=C3F,1
218,CCNC(=O)CCCCNC=O,1
219,CSCCC(=O)CCCC=CC=C(CSC)C1CNC=C(C=C1(N2CN))OCC=CC=CC=CC=C2C(=O)CCNC=O,1
220,CCCCCC(C)=CC=C(N)CS(N)NC=O,1
221,CC1CC(=O)OC=CC=C1F,1
222,CCC(=O)OC(C1)NC=CC=C1C=O,1
223,CCCCNCCC(C)NC(=O)CCCCCCCSCCNCCC=CC=C(F)CF,1
224,CCNCNC=O,1
225,CCCCCC(=O)OC(C)CCNCCNC=O,1
226,CCCNC(=O)C(C)NCNCC=CC=CC(C)NC(C)NCCOCNC=CC=CC=C(C)NCCl,1
227,CCNC(C)SC(C)NC=O,1
228,CCNC(=O)CCSCOCNC(C)OCN=CC=CC=NCC(N)=C(C(=O)OC=CC=CC(CNN))CNC(=O)OC=O,1
229,CNCC(=O)NSOCC(=O)OC=CC=CC=CF,1
230,CCCC(C)(O)C=O,1
231,CCCCCNC=O,1
232,CCC(C)F,1
233,CCCC=CC=C(O)OCCCCC(C)=O,1
234,CCC(C)NCC(C)=O,1
235,CCF,1
236,CCCNCC(=O)C=O,1
237,CCNC1CC=CC2=C1C(=O)C=CC=C2F,1
238,CNOC(=O)C=CC=C(O)NC=CC=CC(C)CNC(=O)CC(C)CSCOCNCCCNC(=O)CCOC=C=C=C(N)COC(C)=O,1
239,CCNC(=O)NCCCC(C)NCNCNCCCNCSCCCCCCC1CCC=CC=C1C=O,1
240,CCCC(=O)CNC=O,1
241,CC(C)N1C(=O)CNC(=O)CNC=CC=C1N=C(NS(=O)NC)C=O,1
242,CSCC(C)NCCC(=O)C=O,1
243,CCCCC=CC=C1C=C1N(O)OC2=CC=CCOC=CC=C2OCl,1
244,CNCNCNCCNC(C)(O)NC=CC=C(N)C=O,1
245,CCNCCCC=CC=CC=C(OCC(C)=C(C(=O)OC1(C)C)C=O)CS=NC=C1CN(C)NCOONC=CC=CC(F)NCNCSSCC(=O)C=O,1
246,CCCCCNCSCNCCSCCNC=O,1
247,C(N)C=O,1
248,CCC(C)NCC(=O)C(C)S1C(=O)CCCOCCC=C1CCNCNCC(C)C3NC2CCC=CC=C2C(=O)OCC=C3CCC=C(CSNC4NC(=O)C5C=C4(ONC=CC))C5(C=O)CSSC(=O)C6NC=CC=C6CF,1
249,CC(C)CNCCCCC(=O)NC(C)NCNCCCC(C)CCNCNC(=O)NC(C)CNC(=O)C(C)NC=CC=CC=C=CF,1
250,CCNCC(C)(N)CCS(=O)(=O)NCCC(C)CCSCC=CC=C(O)NC(=O)C1=CC=CC=C1C(=O)OCCNC(=O)CC=C(C=O)OCCOC=CC=CC(NCCNCSC=O)C(=O)C=O,1
251,COCC(C)CC(C)NCSCC(C)=C(O)C(C)N1C=CC=CC=C1F,1
252,CCSCCCCCCCCCCCCNC(=O)OC1C=CC=C(F)C1,1
253,CCNCCCCC1(C)C=CC=C1CON(O)C=O,1
254,CC(C)CNCCCOC(C)CNC=O,1
255,CCCNC(=O)CC(C)C(=O)C=O,1
256,CSCCCCCCCCC(=O)NC=CC=CC=CNF,1
257,CC(=O)OC=CC=C=C(F)C(CNC=O)(CNCCSCCCC1C(C)CNC=O)CC=C1NC(=O)OOC#CC(C)=C(CC(C)NC(=O)N)C=CC=CCNCC(C)NCCC(=O)C=CC=CC=C(CSCCNC=CC=C(O)CCCC#C),1
258,CCNCCCNC(=O)COCC(C)NCF,1
259,CC(C)CCCOCCNC=O,1
260,CCC(C)CCC(C)Cl,1
261,CNCCC(=O)NC=CC=CCON(O)OCNC=C(CF)C#COCSC(Cl)OCCl,1
262,CCCCOC=O,1
263,CNCCSCCNCCC(=O)C=O,1
264,C(C)=O,1
265,CCNCCNC(C)NC(C)OCCCCC(=O)C=O,1
266,CCNCCC(C)SCC(=O)CCNC=O,1
267,C(C)OCOCNCC=CC=CC=CF,1
268,CCCOCC(=O)NC(C)NCC=CC=CCS(C)(=O)=O,1
269,CCCCCSCCCCSCNC(=O)NC(=O)N(C)OC=CC=C(CC(C)SCCC(C)NC=C)CCSCNC(C)OC(C)NC(=O)C=CC=C(N)OCOC=CC=C(CN=C1C=O)CC=C=C1Cl,1
270,CCCC=C1C=CC=CC=CC=C1Cl,1
271,COOCC(C)CCCC(C)OCNC(=O)NCCCNC(=O)CC1CC(C)=CC=C1F,1
272,C1C=CC=C1SC(=O)OC(C)C(=O)C(C)C=CC=C(NOC=O)CCNCOCCCCNC=O,1
273,CC(C)CCSCOCCC(C)CC(=O)OCNCC(C)CNC=O,1
274,C(F)C=CC=CC=C=O,1
275,C1CSC(=O)C(C)SCCCNC=CC=CNSS1(=O)=CC=C(OC=O)N(O)ONCC(C)OC(=O)ONC2=CC=CC=C2F,1
276,C(C)NC(=O)NCSCCCC(C)CC1=CC=CC=C1C(=O)C=O,1
277,C=O,1
278,CCCC(C)CCCC(C)CC(C)N1CC=CC(C)=C1F,1
279,CC(C)NCCCNCCNCC(C)=O,1
280,CCNCSC=O,1
281,CCCCOC(=O)CCCC=CC=C(O)C(C)NC=O,1
282,CC(=O)CCCCNC(C1)C=CC=CC=C1F,1
283,CN(O)CNNCC1C(C)NC(=O)CNCC=CC=CC=C1SCC(=O)CNC(=O)C=O,1
284,CCCCOC1=CC=CC=C1CNCS(=O)CNCCNC(=O)CC=C(S(C)SS2)OOC=CC=C2SCCNC(=O)C=CC=C(SSNNC3(=O))NC=CC=CCC(=O)OC=CC4=C3CC=CC=C4(C=O),1
285,CSCCCNCCCSCC(C)S(=O)NC=CC=C(F)C=O,1
286,CCC(=O)C(=O)CNC(C)NCCNC(=O)CCC1CC=CC=C1ONSCNNC(=O)C(S)CNCNCNCCNCNOC=O,1
287,CCCCCC1CC(=O)CC=CC=CC1(C)OOOC(C)CSC=CC=CC=C(O)C=O,1
288,CCSC(C)NC(=O)NC=CC=C(S)C(C)CCNCSC(C)S1CCSC(=O)OC=CC=C1F,1
289,CCCCCC(C)C(=O)NCCNCCCNCC=CC=CC=C(C=O)C(=O)NCOCC(C)CCNC(=O)NC=CC=O,1
290,CCNC(=O)NCCCCOCCCCCNCC(=O)OC=CC=C(C=O)C(=O)CC=CC=C(O)CCNCNC(=O)CSCNC(=O)C=CC=CC=C(F)S=O,1
291,CC(N)CNC=O,1
292,COCOCC(=O)CCC=CCCC(O)NCOC=CC=CC(O)(C=O)C(CC=O),1
293,CCCSCNC(=O)NC=CC(C)=C(NCOC=CC=CS(NC(=O)OCOC=CC=CC=NCCNC))NC=O,1
294,CCNC=CC=CC=C(C(=O)OC#CNC(C)N)C=O,1
295,CCCCCCCCNC=O,1
296,CCCCCCCCC(C)CSCCC(=O)CNC(=O)NC(C)NC=O,1
297,CCC(C)C(C)C(=O)NOCCNC(=O)CC1C(C)NCCCCNC(=O)C2=CC=C1C=C2CS(C)NC(=O)CCCCCNC=O,1
298,CCC(C)=O,1
299,C=CCOCC(C)NC=O,1
300,CCCCCC(C)C(C)NCNCCOC=CC=C(S)SCNC(=O)C(C)NCC(C)SC(=O)CSC=CC=C(C(C)=C=C)C1NC=CC=C1CNC(=O)C=O,1
301,CCSCNC(=O)N1CNCCCC=CC=C1CSCC(C)NC(=O)C2CCCCCC=CC=C2N(C)SCCC=CC(F)C=O,1
302,C(C)CNCSCSC(=O)CNCCCNCF,1
303,CNCCNCCOCOCOC1=CC=CC=C1CNC(=O)CNC(=O)C=CC=CC(=O)C(C)CCNC(=O)CC(C)NCOCOC=O,1
304,CCSCCC(C)NNC=O,1
305,CC(=O)C(=O)CCCCC(C)NC(=O)CC1CC=CC=C1(C=NF),1
306,CNCCCC1CC(C)NCCC=CC=C1F,1
307,CNCCSC(=O)CCCC(C)NCCOCCCC1CC=CC=C1CCl,1
308,CCCCC=CC=CC=CC=C(C)CCSCOCOC=C1C=C1OS(=O)CCNC=O,1
309,CC(=O)C(C)C(C)OC1C=CC=CC=C1F,1
310,C1(=O)SCC=CC(C)=C1OC(=CS)OCC(=O)OC=CC=CCS(=O)OC=CC(C)F,1
311,CCCNCCCCOCCCNC(=O)CC=CC(=O)CC=C(CSCC)CCCNCOC=CC=C(C(=O)C(C=O))CCNC(=O)OCCC(C)SCC=COOOOC1=CC=CC=C1C2NCOC=CC=C2(CCSC(=O)CSC3=C4CC(C)(C=C34)),1
312,CCNC(=O)CC(C)NC(=O)C(=O)CCCC=CC=C(O)NC(C)NCC=CC=C(CF)OC=O,1
313,CCC(=O)OCCCCC(C)NCCCCCCCCNCCCCCC(C)OC=CC#CN(S)C=O,1
314,CNCSCNCCCNCC(C)CCCCC=CC=CC=C(OC=O)NC(=O)N(C)CNC=O,1
315,C=O,1
316,CCCCNCSNCCC(C)CNCCC1C=CC=CC=C1F,1
317,CCCC(=O)C=C1C=CCNC(=O)S2(C)=C1OCCC(C)NC=C(C(=O)OC2OC)CNCC(=O)OC=CC=C(O)SOC=CC=C(SCC)C=O,1
318,CCCCCCCCCCOCCCNC(=O)C1=CC1(C)OC=O,1
